"","stage_I","stage_II","stage_III","stage_IV"
"ENSG00000197461.13",93,323,192.5,332.5
"ENSG00000197471.11",115.75,378,183,417.5
"ENSG00000197498.12",14.55,20,518.5,4.6
"ENSG00000197535.14",447.5,1559,74,2241.5
"ENSG00000197536.11",220.7,75,4.575,70.18
"ENSG00000197548.12",11.615,75,0.55,62.55
"ENSG00000197555.9",115.55,45,508.63,217.05
"ENSG00000197563.10",43.485,142,353,47.555
"ENSG00000197579.7",558,386,0.2295,384.2
"ENSG00000197586.12",21.55,33,117,27.5
"ENSG00000197601.12",155.565,3.2,0.147,483.9
"ENSG00000197603.13",40.016,107,0.016,152
"ENSG00000197614.10",0.0325,0.63,0.017,0.065
"ENSG00000197620.10",144.5,217,2.1,6.75
"ENSG00000197622.12",297,1171,124,825.5
"ENSG00000197629.5",14.8,0.12,0.34,0.088
"ENSG00000197635.9",169.87,14,0.21,32.5
"ENSG00000197694.15",514,878,233,1169.5
"ENSG00000197696.9",9.028,234,234.5,368.5
"ENSG00000197712.11",0.333,0.18,0.147,0.038
"ENSG00000197713.14",41.6,32,99,0.0265
"ENSG00000197724.10",95.855,104,0.132,40.555
"ENSG00000197728.9",2267.5,6971,2048,2257
"ENSG00000197744.5",18.5,16,12.4,23
"ENSG00000197746.13",564.5,416,577.5,295.7
"ENSG00000197747.8",1789.5,3958,1460,2855
"ENSG00000197756.9",2913,4249,2824.5,2144.5
"ENSG00000197766.7",0.295,0.39,0.21,0.138
"ENSG00000197771.12",76.516,267,376,905.7
"ENSG00000197774.12",21.016,3.6,0.016,7.45
"ENSG00000197780.9",400.5,83,30.13,411
"ENSG00000197798.8",22.775,0.14,0.017,0.0265
"ENSG00000197816.13",20.65,0.61,0.49,6.5
"ENSG00000197818.11",92.565,486,221.19,177.025
"ENSG00000197857.13",31.5485,116,0.065,0.195
"ENSG00000197858.10",156.13,0.16,0.097,9.525
"ENSG00000197860.9",1065.5,195,225.645,85.645
"ENSG00000197872.11",7.25,1.1,6.55,92.4
"ENSG00000197879.14",33.595,0.28,0.121,27.65
"ENSG00000197892.12",284.5,0.21,0.065,397.5
"ENSG00000197894.10",92.9,779,148.19,723
"ENSG00000197903.7",73.9,0.16,0.0325,76.0265
"ENSG00000197912.14",14.0325,347,30.5,16.075
"ENSG00000197930.12",1256.5,1490,1841,2222.5
"ENSG00000197937.12",0.007,9.6,0.016,0.0645
"ENSG00000197943.9",10.42,238,268.065,25.6
"ENSG00000197956.9",4069,4050,2072,5368.5
"ENSG00000197958.12",2995.5,2854,1970,1839.5
"ENSG00000197961.11",619,0.12,225.145,429
"ENSG00000197965.11",20.145,0.035,0.225,0.9395
"ENSG00000197969.11",190,280,364.34,167.5
"ENSG00000197971.14",425.5,809,495.5,522.5
"ENSG00000197976.11",26.065,196,45.075,334.5
"ENSG00000197976.11_PAR_Y",26.065,196,45.075,334.5
"ENSG00000197982.13",76.34,0.42,0.0485,17
"ENSG00000197989.13",131.75,353,764.5,121
"ENSG00000198000.11",119,196,31.55,119.15
"ENSG00000198001.13",147.115,92,416.5,604.5
"ENSG00000198015.12",480,1920,1063,300.2
"ENSG00000198018.6",0.171,0.088,0.017,0.0265
"ENSG00000198026.7",0.666,13,0.017,25.565
"ENSG00000198034.10",4031,9593,6519,4698.5
"ENSG00000198039.11",0.31,0.14,0.017,0.08
"ENSG00000198040.10",0.616,88,462,54.5
"ENSG00000198042.10",44.5,537,162.016,362.75
"ENSG00000198053.11",0.695,0.018,0.555,0.5
"ENSG00000198055.10",182,130,306.5,8.525
"ENSG00000198056.13",240.5,398,82.0345,174
"ENSG00000198060.9",533,839,439.5,569
"ENSG00000198064.13",9,14,9.2,16.5
"ENSG00000198081.10",36,0.035,0.175,13.025
"ENSG00000198087.7",165.63,4,0.705,203
"ENSG00000198089.15",19.516,0.69,0.3935,0.725
"ENSG00000198113.2",0.14,0.053,3.666,0.013
"ENSG00000198130.15",156.66,0.035,254.725,198.5
"ENSG00000198131.13",17.25,0.053,0.0825,7.75
"ENSG00000198134.3",0.087,0.11,0.052,0.1395
"ENSG00000198146.4",204.4,333,14.5,154.6
"ENSG00000198156.10",23.95,1.6,0.0185,0.205
"ENSG00000198157.10",0.016,0.32,0.017,96
"ENSG00000198160.14",6749.5,4026,1775,3284
"ENSG00000198162.12",1912.5,2405,308,609.5
"ENSG00000198168.8",724,463,92,717
"ENSG00000198169.8",0.021,0.018,1.25,0.0395
"ENSG00000198171.12",91.325,105,0.165,70
"ENSG00000198176.12",908.5,31,377.5,445.5
"ENSG00000198189.10",179.3,28,107,176.6
"ENSG00000198198.15",42.5485,1.3,5.565,0.09
"ENSG00000198218.10",890.5,161,12.45,388
"ENSG00000198225.5",30,22,7.517,21
"ENSG00000198231.12",46.6,32,185.5325,1381
"ENSG00000198242.13",6717.5,9884,4487,3943.5
"ENSG00000198252.11",1399.5,5.4,370.5,301
"ENSG00000198258.10",2065,2127,1207.5,2196.5
"ENSG00000198265.11",571.4,645,1560.5,418
"ENSG00000198270.12",71.5325,7,0.017,0.013
"ENSG00000198276.15",8,4.6,43.516,161
"ENSG00000198286.9",108.5,116,129.5,72
"ENSG00000198301.11",275.65,156,10.2,131.85
"ENSG00000198315.10",0.306,177,0.033,55.025
"ENSG00000198355.4",109.5,145,93,32
"ENSG00000198356.11",21.7,12,0.295,358
"ENSG00000198363.17",10.15,1.3,0.392,32.625
"ENSG00000198369.9",0.8825,51,0.18,0.013
"ENSG00000198373.12",795.5,58,0.112,513.71
"ENSG00000198380.12",85.1,937,34.63,144.2
"ENSG00000198382.8",99.615,128,28.3,12.2
"ENSG00000198393.7",84,297,32.016,80.525
"ENSG00000198399.14",1978.5,2187,1282.5,776
"ENSG00000198406.7",36.35,171,21.5,103.5
"ENSG00000198408.13",850,1833,161,1561.5
"ENSG00000198417.6",616,153,270.017,354.5
"ENSG00000198420.9",397,97,0.0325,41.225
"ENSG00000198431.15",196.15,217,510.5,505.5
"ENSG00000198440.9",2.45,0.018,0.13,0.013
"ENSG00000198455.4",0.102,0.035,0.016,0.0395
"ENSG00000198464.13",21.0485,18,0.132,0.195
"ENSG00000198466.11",221,0.053,0.21,0.24
"ENSG00000198482.11",2.2,0.11,71,45
"ENSG00000198492.15",496.5,1493,989,2123.5
"ENSG00000198498.9",82.195,20,0.097,987
"ENSG00000198502.5",72.5,134,462.5,312.5
"ENSG00000198521.11",46.5325,0.088,0.0495,27.5
"ENSG00000198522.13",1170.5,188,1438.5,940.5
"ENSG00000198538.10",7.63,0.035,0.13,33.013
"ENSG00000198546.14",133.5,0.088,0.017,0.225
"ENSG00000198551.9",7.0325,0.018,0.0345,0.0265
"ENSG00000198556.13",15.0465,42,0.0485,217.7
"ENSG00000198561.13",19.5485,0.16,51.516,0.0265
"ENSG00000198563.13",296,203,73.15,505.5
"ENSG00000198574.5",0.71,426,0.066,1
"ENSG00000198585.11",0.016,0.035,32,2.55
"ENSG00000198586.13",9458,3115,2414,8878.5
"ENSG00000198589.10",383,62,58.08,511
"ENSG00000198604.10",646.75,571,264,796.5
"ENSG00000198612.10",927.5,2.3,293.517,840
"ENSG00000198618.5",47.5,34,46.35,32.65
"ENSG00000198624.12",155.5,158,249.1,1646.5
"ENSG00000198625.12",1876,1045,1840,1602
"ENSG00000198626.15",0.275,0.035,1.4,0.0265
"ENSG00000198642.6",77.615,0.74,240,11.55
"ENSG00000198646.13",51.175,501,36.615,0.265
"ENSG00000198648.10",365.5,223,0.1875,25.0265
"ENSG00000198663.16",188.16,48,333.2,243.5
"ENSG00000198668.10",15550,20956,9606,15118
"ENSG00000198673.10",1.6,19,0.033,43
"ENSG00000198677.10",305.5,18,307.5,579.5
"ENSG00000198682.12",1.19,0.79,0.017,0.013
"ENSG00000198689.10",4.866,249,13,0.0395
"ENSG00000198690.9",8.595,0.081,0.017,4.1
"ENSG00000198692.9",283.5,0.018,0.017,236.475
"ENSG00000198695.2",2473,1615,2559,2638
"ENSG00000198700.9",446,89,75.516,448.5
"ENSG00000198707.14",222.5,294,52.1,129.5
"ENSG00000198712.1",79359,67243,48323.5,67148
"ENSG00000198715.11",29.25,102,4.516,0.013
"ENSG00000198718.12",30.0485,0.68,389.5,0.155
"ENSG00000198721.12",461,0.51,0.355,60.075
"ENSG00000198727.2",40344,28815,13972,27735.5
"ENSG00000198728.10",16.225,12,0.086,44.63
"ENSG00000198730.7",45.5,223,256.74,614
"ENSG00000198734.10",204.5,1970,312.065,698
"ENSG00000198736.11",11.79,102,0.0825,290
"ENSG00000198740.8",46.5,5,271.016,6.45
"ENSG00000198742.9",50.5485,0.44,0.033,720.815
"ENSG00000198743.6",901.5,2209,1065,2643.5
"ENSG00000198744.5",5,6.5,0.8,9.05
"ENSG00000198746.12",88.5,12,0.033,19
"ENSG00000198755.10",4486.5,2880,2424,2809.5
"ENSG00000198763.3",11487,7122,9787.5,16044
"ENSG00000198771.10",70.095,217,105.63,108.435
"ENSG00000198783.5",76.16,22,0.65,406.6
"ENSG00000198786.2",10721,8058,5954,9618
"ENSG00000198791.11",1233,900,263.5,3963
"ENSG00000198792.12",142.9,2.9,27,16
"ENSG00000198793.12",4.905,0.16,12.08,2.8265
"ENSG00000198799.11",162.435,0.053,40,0.13
"ENSG00000198804.2",47195.5,48607,27326.5,53170.5
"ENSG00000198805.11",265.71,484,174.5,175.55
"ENSG00000198814.12",684,1448,1580,1522.5
"ENSG00000198815.8",37.0485,722,55.5325,251
"ENSG00000198818.9",457.7,1463,1462,183
"ENSG00000198821.10",447.5,895,297.5,577
"ENSG00000198825.12",204,306,237.5,75.5
"ENSG00000198826.10",3.95,299,645,0.0895
"ENSG00000198830.10",8175.5,7440,4017.5,5934
"ENSG00000198832.10",392,245,100.0485,202.5
"ENSG00000198833.6",168.5,211,141,1801
"ENSG00000198836.8",219,317,9.095,416.5
"ENSG00000198837.9",36.92,0.053,0.0345,604.4
"ENSG00000198839.9",1.16,0.74,437,41.525
"ENSG00000198840.2",1003,1491,1076.5,1170
"ENSG00000198841.3",1.9325,71,0.0325,2.19
"ENSG00000198843.12",2294.5,3744,1488.5,1621
"ENSG00000198846.5",328,235,50.065,969
"ENSG00000198851.9",799.5,479,242.5,681
"ENSG00000198855.6",39.5485,0.28,0.235,131
"ENSG00000198856.12",1511,960,855.5,1312.5
"ENSG00000198858.9",65.5,45,0.016,101
"ENSG00000198860.11",111,192,441.155,28.075
"ENSG00000198862.13",254.13,188,663.4,93.2
"ENSG00000198863.7",125,343,26.655,307
"ENSG00000198865.9",40.79,33,0.0047,5.5395
"ENSG00000198873.11",213,0.053,0.0345,109.5
"ENSG00000198874.12",80.79,89,0.5105,19.235
"ENSG00000198876.12",2.4825,50,6.05,929.765
"ENSG00000198879.11",641.5,244,6.5325,46
"ENSG00000198885.9",508,450,91.5,21.025
"ENSG00000198886.2",21798,19474,13950,21947
"ENSG00000198887.8",909.5,1064,709,1246
"ENSG00000198888.2",9968.5,9025,4405,11072.5
"ENSG00000198894.7",1.765,255,0.195,0.105
"ENSG00000198898.13",985,1323,65.5,610
"ENSG00000198899.2",22858.5,21805,10558.5,18873
"ENSG00000198900.5",1423,606,357.5,896.5
"ENSG00000198901.13",0.38,3.7,160,0.055
"ENSG00000198909.7",57,14,181.355,16.225
"ENSG00000198911.11",94.16,227,0.1175,187.075
"ENSG00000198912.10",314,33,420,486
"ENSG00000198917.12",0.261,0.26,0.0325,141
"ENSG00000198918.7",1680,4427,1092.5,1819
"ENSG00000198919.12",497.5,357,83,127.67
"ENSG00000198925.10",0.135,0.56,46,23.025
"ENSG00000198931.10",976,850,386.705,622
"ENSG00000198937.8",552,541,863,997
"ENSG00000198938.2",30191.5,26378,19456.5,26494
"ENSG00000198947.15",0.044,0.11,0.017,0.08
"ENSG00000198951.11",99.065,0.035,0.85,119
"ENSG00000198952.8",0.396,71,0.016,52
"ENSG00000198954.7",383.55,13,0.016,54.15
"ENSG00000198959.11",0.247,0.33,0.13,0.038
"ENSG00000198960.10",11.5325,0.73,17.25,228.025
"ENSG00000198961.9",398,1296,362,379.5
"ENSG00000198964.13",79.5,905,245.0325,24.65
"ENSG00000200463.1",43,10,54,73
"ENSG00000200488.1",0.046,0.019,0.0185,0.042
"ENSG00000201428.1",0.0505,0.081,0.016,0.0565
"ENSG00000202198.1",311.5,107,73.5,535
"ENSG00000203402.2",0.016,0.035,0.017,0.013
"ENSG00000203485.12",32.507,0.035,79.5,3.22
"ENSG00000203644.3",101,42,71.5,172
"ENSG00000203666.12",8.175,0.018,0.0325,9.125
"ENSG00000203667.9",631,1235,884,1078
"ENSG00000203668.2",35.42,0.07,0.375,3.75
"ENSG00000203705.10",41.145,405,0.0325,239.025
"ENSG00000203709.11",0.0485,84,0.765,0.105
"ENSG00000203747.10",2.078,126,0.85,0.55
"ENSG00000203760.8",36.5,227,62.725,23.5395
"ENSG00000203780.10",9.5,283,17,295.5
"ENSG00000203791.14",68.16,245,0.195,277.5
"ENSG00000203812.2",308.7,328,35.15,158.425
"ENSG00000203865.9",0.126,0.018,0.195,0.08
"ENSG00000203875.10",179.9,757,236,816
"ENSG00000203879.11",25,244,47.0325,25.5
"ENSG00000203880.11",387,1591,2.21,88.1
"ENSG00000203896.9",13.85,146,0.033,22.525
"ENSG00000203950.6",23.74,208,0.033,70.5395
"ENSG00000203965.12",0.071,0.11,0.017,5
"ENSG00000204044.6",0.016,0.035,0.27,0.025
"ENSG00000204054.13",73.4,17,2.945,151.025
"ENSG00000204070.9",434.5,137,1010.5,11.79
"ENSG00000204072.3",0.55,0.48,16.655,12.75
"ENSG00000204084.12",413,91,0.275,100.525
"ENSG00000204103.3",0.85,0.053,0.44,0.065
"ENSG00000204120.14",817.5,473,104.95,140.5
"ENSG00000204130.12",41.75,313,220,80
"ENSG00000204131.9",0.24,0.6,0.43,0.21
"ENSG00000204138.12",98.35,13,4.316,73.1
"ENSG00000204149.10",13.565,50,3.9,35
"ENSG00000204152.10",2.02,213,2.4325,549
"ENSG00000204160.11",243,410,0.0995,407.055
"ENSG00000204161.13",263,4.8,355.017,462.9
"ENSG00000204165.5",65.5,0.19,0.016,91
"ENSG00000204177.10",55.31,24,2.4985,24.055
"ENSG00000204178.9",89.34,295,226.517,145.875
"ENSG00000204186.7",756,13,227.45,75.2
"ENSG00000204194.1",0.255,0.11,0.115,0.05
"ENSG00000204196.5",37.5,24,14.35,16
"ENSG00000204209.11",313,348,196,130.6
"ENSG00000204217.13",544,3.8,30.115,0.51
"ENSG00000204227.4",45.5325,83,38.775,6.5
"ENSG00000204231.10",1.9,136,96.0485,7.525
"ENSG00000204237.4",28.516,39,16,1.6
"ENSG00000204252.13",0.58,0.07,0.26,96.05
"ENSG00000204253.4",9.95,7.2,1.97,8.5
"ENSG00000204256.12",916,504,353,64.5
"ENSG00000204257.14",258.5,1563,298,511.2
"ENSG00000204261.8",1135,405,639.5,965
"ENSG00000204264.8",2028.5,1830,791.5,1020.5
"ENSG00000204267.13",85.905,54,0.016,8.315
"ENSG00000204272.12",369.5,595,396,245.5
"ENSG00000204287.13",1475,1567,1418,1311
"ENSG00000204304.11",26.615,0.16,0.9,0.038
"ENSG00000204305.13",0.1145,0.07,0.017,0.0265
"ENSG00000204308.7",421,537,369.12,672.5
"ENSG00000204310.12",0.155,22,0.316,0.105
"ENSG00000204316.12",399.5,5.2,0.4275,207.5
"ENSG00000204344.14",88.0485,28,0.145,0.355
"ENSG00000204348.9",8.55,0.053,0.121,136.6
"ENSG00000204351.11",5.695,0.11,0.205,63.025
"ENSG00000204356.13",281,372,11.3,1388
"ENSG00000204370.9",585.5,502,1257.5,1141
"ENSG00000204381.11",1471,1082,309.5,626.5
"ENSG00000204386.10",191.5,140,28.0325,176.65
"ENSG00000204387.12",218.45,980,158.55,371
"ENSG00000204388.6",646,59,848,2527.35
"ENSG00000204389.9",453.5,323,2397,4916
"ENSG00000204392.10",243,579,0.08,139.305
"ENSG00000204394.12",58.5,0.6,0.121,770
"ENSG00000204397.7",6990,5015,3882,5441.5
"ENSG00000204406.12",1.866,201,138.516,142.55
"ENSG00000204410.14",0.0345,33,9.5325,2.575
"ENSG00000204427.11",95.25,387,0.0495,297
"ENSG00000204434.5",0.044,0.018,0.017,0.025
"ENSG00000204435.13",705,599,789.5,434.5
"ENSG00000204438.10",31.37,16,492.5,373
"ENSG00000204463.12",359,200,0.066,17.9
"ENSG00000204469.12",2.95,3.9,0.155,84
"ENSG00000204472.12",12.15,0.74,116,2.55
"ENSG00000204475.9",85.016,0.16,0.18,107.5
"ENSG00000204482.10",20.8,607,0.48,65.75
"ENSG00000204514.9",8.516,64,0.016,48.525
"ENSG00000204516.9",18,0.14,0.016,24
"ENSG00000204525.16",4381,4588,4723,7113
"ENSG00000204531.17",0.024,0.018,0.017,0.2095
"ENSG00000204560.9",143.5325,628,266.43,72
"ENSG00000204568.11",44.35,448,652.5,250.5
"ENSG00000204569.9",212.305,510,121.5,442
"ENSG00000204574.12",812.5,793,188.5,169.5
"ENSG00000204590.12",12.565,115,29.9,220.5
"ENSG00000204592.8",6844.5,9008,3514.5,9769
"ENSG00000204599.14",74.5,0.21,0.0345,334
"ENSG00000204619.7",175.5,62,355.225,359
"ENSG00000204622.11",5.975,1,2.2,0.665
"ENSG00000204628.11",3456.5,3493,3564.5,6044.5
"ENSG00000204632.11",5.995,8.9,2.755,4
"ENSG00000204634.12",0.505,32,0.016,13
"ENSG00000204637.4",0.0415,0.018,0.215,0.038
"ENSG00000204642.13",885,788,484,1029.5
"ENSG00000204652.6",0.29,1.1,0.32,0.665
"ENSG00000204713.10",372.5,71,37.065,125.025
"ENSG00000204745.3",0.0875,0.019,0.0325,0.19
"ENSG00000204778.4",20.065,1.1,0.016,0.165
"ENSG00000204822.6",426.5,371,372,262.5
"ENSG00000204842.14",9.6,106,2.34,149.5
"ENSG00000204843.12",91.26,356,82,242.8
"ENSG00000204852.15",0.85,82,0.067,0.2265
"ENSG00000204856.11",0.2425,0.035,0.017,0.195
"ENSG00000204899.5",88.825,317,78.58,110.75
"ENSG00000204922.4",52,5.1,66.25,54.525
"ENSG00000204923.3",25.87,56,0.485,0.74
"ENSG00000204936.9",22.5,738,56.5,22.275
"ENSG00000204977.9",1002.5,447,876.5,421.2
"ENSG00000205045.8",90.565,124,0.2225,442
"ENSG00000205060.10",0.121,36,18.58,229.55
"ENSG00000205089.7",5.6,78,19.2,0.12
"ENSG00000205100.2",0.072,0.33,0.0485,0.1015
"ENSG00000205105.6",0.037,0.11,0.13,0.115
"ENSG00000205155.7",194,295,2.5,297.5
"ENSG00000205189.11",124.5,0.14,0.215,130.35
"ENSG00000205220.11",1546,825,214.7,1898
"ENSG00000205236.6",1.7,0.086,2.55,0.08
"ENSG00000205250.8",69.275,57,312,39.5
"ENSG00000205268.10",357,564,270.5,214.4
"ENSG00000205277.9",4.064,15,0.016,3.275
"ENSG00000205302.6",172.1,1250,677,3.6
"ENSG00000205323.8",701.5,1799,2571,1206
"ENSG00000205339.9",112.85,1047,501.5,111
"ENSG00000205352.10",2321.5,2556,1833.5,2148
"ENSG00000205356.9",491,536,0.2185,3.105
"ENSG00000205413.7",1802.5,1582,426.615,1591
"ENSG00000205423.11",495.5,352,590.517,239.9
"ENSG00000205426.10",6.5,0.07,0.017,0.042
"ENSG00000205531.12",1349,1177,1011.5,2163
"ENSG00000205534.6",45.07,6.5,2.65,0.26
"ENSG00000205542.10",208556,336903,78513,130188
"ENSG00000205544.3",174.5,245,1.095,6.5
"ENSG00000205571.13",263,493,18.195,254
"ENSG00000205572.9",55.925,22,7.8,4.5125
"ENSG00000205581.10",2826.5,2352,1677,2203
"ENSG00000205583.13",8,7.3,0.19,5.513
"ENSG00000205609.12",91,51,38.5,243.55
"ENSG00000205629.11",135.5,90,0.13,8.5
"ENSG00000205639.10",0.0465,0.018,0.016,0.013
"ENSG00000205659.10",228,553,65.5,208.0395
"ENSG00000205664.10",6.516,0.053,0.016,17
"ENSG00000205670.10",20.1,15,29.5,15.5
"ENSG00000205707.10",5.19,306,0.845,5.025
"ENSG00000205730.6",7.25,388,0.162,0.285
"ENSG00000205744.9",48.0325,16,384,113.625
"ENSG00000205755.11",9.5,154,0.0165,0.0125
"ENSG00000205755.11_PAR_Y",9.5,154,0.0165,0.0125
"ENSG00000205758.11",134.66,396,520.5,103.9
"ENSG00000205765.8",30,158,123.5,84.315
"ENSG00000205771.6",29,16,4.45,11.4
"ENSG00000205809.9",50.125,4.6,0.0325,1.185
"ENSG00000205871.5",0.51,1.3,0.1025,0.62
"ENSG00000205918.9",0.021,0.51,0.013,0.125
"ENSG00000205937.11",581,701,110.87,568
"ENSG00000205940.8",0.046,0.26,0.0345,0.42
"ENSG00000205981.6",203.35,258,143.085,329.1
"ENSG00000206053.12",2.155,116,530,43
"ENSG00000206149.10",684,33,42.915,1.55
"ENSG00000206190.11",4.4,0.6,2.5,13.525
"ENSG00000206228.4",0.1875,0.036,0.055,0.0265
"ENSG00000206337.10",137.0325,476,0.0655,169.675
"ENSG00000206341.7",90.5,19,33.5,7.8
"ENSG00000206418.3",137,51,80,72.5
"ENSG00000206503.12",10345,10757,4300.5,7620
"ENSG00000206527.9",229.5,62,405.5,1168.5
"ENSG00000206530.10",26.92,0.088,0.017,0.17
"ENSG00000206560.11",536.24,246,440.85,225.75
"ENSG00000206562.11",19.05,0.11,0.016,17.5
"ENSG00000206567.9",0.021,0.018,1.2,0.0265
"ENSG00000206573.8",182,8.3,2.6485,203
"ENSG00000206588.1",0.7016,0.027,0.224,0.2295
"ENSG00000206596.1",0.7016,0.027,0.224,0.2295
"ENSG00000206652.1",0.7016,0.027,0.224,0.2295
"ENSG00000206737.1",0.7016,0.027,0.224,0.2295
"ENSG00000207005.1",0.7016,0.027,0.224,0.2295
"ENSG00000207389.1",0.7016,0.027,0.224,0.2295
"ENSG00000207513.1",0.7016,0.027,0.224,0.2295
"ENSG00000210082.2",236846.5,246940,134096.5,222372.5
"ENSG00000211450.9",1088.5,1129,268,1189.5
"ENSG00000211455.7",24.615,9,1.51,20
"ENSG00000211456.10",191.5,511,529.725,746
"ENSG00000211459.2",19512.5,28056,9505.5,11958
"ENSG00000211460.11",766.5,369,2066.5,228.2
"ENSG00000211592.8",821,2584,2468.5,3906.5
"ENSG00000211598.2",5.2,0.74,115.9,45.6
"ENSG00000211611.2",11,18,0.016,0.063
"ENSG00000211625.2",0.225,5.9,0.0325,1.55
"ENSG00000211637.2",18.145,0.11,0.7,1.82
"ENSG00000211638.2",0.075,0.018,0.295,3.275
"ENSG00000211640.4",0.067,0.053,21.42,209.735
"ENSG00000211644.3",0.5,0.035,0.625,97.7
"ENSG00000211648.2",10.0325,5,67.55,11.5
"ENSG00000211651.3",18.516,166,2.75,228.5
"ENSG00000211652.2",103.5,0.26,0.017,2.38
"ENSG00000211653.2",0.9825,0.26,1,3.3265
"ENSG00000211659.2",0.086,1704,30,23.3
"ENSG00000211660.3",0.191,0.12,2.825,4.6
"ENSG00000211666.2",80.2,18,185.5,71.5
"ENSG00000211668.2",0.365,0.026,2.5,1.8
"ENSG00000211673.2",0.0415,0.035,0.225,1.27
"ENSG00000211675.2",2148.58,20,36.5,495.5
"ENSG00000211677.2",366.45,2458,795,2529.5
"ENSG00000211679.2",129.785,2936,409.5,1417
"ENSG00000211689.7",109,154,1.467,193.325
"ENSG00000211695.2",15.565,261,0.0345,0.4
"ENSG00000211696.2",8,0.018,0.017,0.0265
"ENSG00000211697.4",0.007,6.9,0.016,5
"ENSG00000211698.2",2.666,0.16,0.071,0.0395
"ENSG00000211699.2",4,0.22,0.105,0.055
"ENSG00000211706.2",37.5,92,2.9,1.55
"ENSG00000211710.3",248,1.1,49.5,0.115
"ENSG00000211716.2",70,155,0.0325,64
"ENSG00000211727.3",17,0.018,5,0.235
"ENSG00000211728.2",122.5325,0.07,66.5,1.6
"ENSG00000211747.3",597.5,745,430,861.5
"ENSG00000211751.9",6413,13583,3144.5,4381
"ENSG00000211752.3",14.1,0.32,108,22.525
"ENSG00000211772.11",18027.5,13569,7780.5,12360
"ENSG00000211776.2",8.5,29,0.8,18
"ENSG00000211777.2",41.175,2.7,71,139
"ENSG00000211778.2",180,182,93.5,55
"ENSG00000211785.1",107.5,46,48,26.5
"ENSG00000211786.3",227,111,151.725,5.025
"ENSG00000211787.1",49.645,34,4.2,160
"ENSG00000211788.2",197.595,123,35,276.5
"ENSG00000211789.2",96.5,247,53.5,0.0395
"ENSG00000211790.2",79.68,15,67.017,63.65
"ENSG00000211791.2",23.5,65,0.016,7
"ENSG00000211793.2",47.2,62,0.016,101
"ENSG00000211799.3",0.9,14,0.016,14
"ENSG00000211800.3",62.016,148,107,153.013
"ENSG00000211801.3",512.5,595,93.5,92.175
"ENSG00000211804.3",0.09,32,2.5,3.55
"ENSG00000211807.3",6.5,56,169.725,47.5
"ENSG00000211809.2",55.007,736,145,0.013
"ENSG00000211815.3",14.5,220,173.5,0.0395
"ENSG00000211817.2",22.5,310,1.2,474.55
"ENSG00000211829.9",1.95,823,0.36,85.5
"ENSG00000211890.4",334.39,40,204,2315.5
"ENSG00000211892.4",142.0325,71,65,286
"ENSG00000211893.4",1120.375,1.3,48.6,291
"ENSG00000211895.5",588.4,867,128.5,1573
"ENSG00000211896.7",112.14,1648,508.5,2131.5
"ENSG00000211897.9",207,224,192,39.5
"ENSG00000211898.7",0.14,0.018,0.19,0.395
"ENSG00000211899.9",36.6,1236,169.95,5.8
"ENSG00000211935.3",3.05,0.018,0.095,9
"ENSG00000211938.2",0.55,64,0.212,1.2
"ENSG00000211943.2",10.5,0.12,0.1295,0.7
"ENSG00000211949.3",2.545,0.14,0.0505,27.05
"ENSG00000211950.2",5,0.088,0.105,646.1
"ENSG00000211955.2",8.5,0.0088,0.082,0.013
"ENSG00000211956.2",0.07,0.053,0.277,0.09
"ENSG00000211964.3",1.5,0.21,0.08,0.46
"ENSG00000212283.1",0.29,2.1,0.07,0.29
"ENSG00000212664.5",9.65,10,9.85,8.85
"ENSG00000212694.8",4.665,58,0.06,46
"ENSG00000212695.5",0.0605,0.053,0.0495,0.013
"ENSG00000212769.5",0.0755,0.018,0.017,0.025
"ENSG00000212789.4",1.195,1.6,0.165,0.84
"ENSG00000212802.4",77,99,42.5,44.7
"ENSG00000212829.8",1.215,3.6,2.45,0.67
"ENSG00000212907.2",7127.5,7854,2953,4765.5
"ENSG00000212961.4",0.1935,0.18,0.0345,0.145
"ENSG00000212994.5",0.6945,2,0.65,0.945
"ENSG00000213005.3",0.47,0.4,0.28,0.105
"ENSG00000213020.9",1.945,100,104.07,14.5
"ENSG00000213024.11",446.5,25,870,79
"ENSG00000213025.2",0.8,2.8,1.57,2.145
"ENSG00000213036.3",0.41,0.44,0.175,0.105
"ENSG00000213047.12",295.5,406,302.5,700.5
"ENSG00000213051.3",0.116,3.5,0.0995,0.061
"ENSG00000213058.3",489.5,1115,0.375,516
"ENSG00000213064.9",1190,436,939,1403.5
"ENSG00000213066.11",285,1.2,0.64,685.5
"ENSG00000213073.4",0.075,0.018,0.016,0.038
"ENSG00000213079.9",49.065,474,200.5,30.5
"ENSG00000213080.3",3.05,0.77,1.6,0.315
"ENSG00000213085.9",0.028,26,0.5175,0.038
"ENSG00000213089.4",21.5,34,75.99,52
"ENSG00000213096.10",114.5485,314,0.0325,51.525
"ENSG00000213104.3",0.075,0.33,0.082,0.013
"ENSG00000213121.2",0.0535,0.07,0.033,0.063
"ENSG00000213123.10",74.66,138,60.065,83.5
"ENSG00000213131.3",0.815,0.55,0.165,0.24
"ENSG00000213139.7",27.016,43,121.516,0.088
"ENSG00000213144.2",2.5,3.4,1.6,0.855
"ENSG00000213145.9",1915,3212,75.5,2942.5
"ENSG00000213152.5",0.5415,0.088,0.1345,0.1015
